TIC ID,TFOPWG Disposition,Sectors
354518617,PC,"6,33"
297967252,PC,"9,10,35,36,62,63"
382463648,PC,"2,28,29,68,69"
441453629,PC,"1,27"
390723664,PC,13
30499203,PC,13
434105094,PC,"2,29,42,69"
77680373,PC,"12,38"
143257768,PC,"13,27"
141074654,PC,"11,38,65"
272768631,PC,"13,66"
206361691,PC,"2,28,29,69"
62085710,PC,"13,27,67"
47482754,PC,"2,28,69"
89417257,PC,"13,66"
91324328,PC,"13,66"
174070181,PC,"12,39,66"
87422071,PC,"13,66"
89659632,PC,"13,66"
57011946,PC,"13,66"
90156362,PC,"13,66"
32443914,PC,"13,27,67"
253857911,PC,"13,67"
408609355,PC,"13,27,67"
269372232,PC,"13,27,67"
32046665,PC,"13,27,67"
254174907,PC,"13,27,67"
112989868,PC,"13,27,67"
214515989,PC,"1,28,68"
402027382,PC,"1,2,28,29,68"
197598125,PC,"1,28,68"
399571743,PC,"2,29,42,69"
391904697,PC,"1,2,3,4,5,6,7,8,9,10,11,12,13,27,28,29,30,31,32,33,34,35,36,37,39,62,63,64,65,66,67,68,69"
219345200,PC,"4,5,6,31,32"
167600516,PC,"1,2,3,4,5,6,7,8,10,11,12,13,27,28,29,30,31,32,33,34,35,36,37,38,39,61,62,63,64,65,66,67,68,69"
167600516,PC,"1,2,3,4,5,6,7,8,10,11,12,13,27,28,29,30,31,32,33,34,35,36,37,38,39,61,62,63,64,65,66,67,68,69"
62483237,CP,"1,28,68"
207141131,CP,"2,3,29,30"
55652896,CP,"1,2,3,4,5,6,7,8,9,11,12,13,27,28,29,30,31,32,33,34,35,36,37,38,39,61,62,63,64,65,66,67,68,69"
120896927,CP,"3,4,30"
120896927,CP,"3,4,30"
70899085,CP,"5,32"
1528696,CP,"5,32"
33692729,CP,"6,33"
317548889,CP,"6,33"
200322593,CP,"4,5,6,31,32"
44737596,CP,"4,5,31"
170849515,CP,"5,31,32"
293853437,CP,"6,33"
48103627,CP,"9,35,36"
77156829,CP,"4,5,31,32"
77156829,CP,"4,5,31,32"
335630746,CP,"10,37,46"
360630575,CP,"11,12,38,39"
369376388,PC,"4,5,31"
453100296,PC,"1,2,3,4,5,6,7,8,9,10,11,12,13,28,29,30,31,32,33,34,35,36,37,38,61,62,63,64,65,66,67,68,69"
157572174,PC,"6,7,33,34,61"
134183038,PC,"7,8,34,61,62"
141574742,PC,"8,9,35,61,62"
45048546,PC,"8,9,35,36,61,63"
340700241,PC,"7,8,9,10,34,36,61,62,63,67"
463469906,PC,"9,10,63,64"
311252710,PC,"9,62,63"
452576848,PC,"10,11,12,64,65,66"
463343283,PC,"9,10,63,64"
441444262,PC,"9,10,62,63"
163260812,PC,"10,63,64"
80778619,PC,"10,36,63,64"
453396346,PC,"10,11,12,64,65"
398502253,PC,"10,11,64,65"
391510223,PC,"10,11,63,64"
363632843,PC,"10,11,63,64"
241569046,PC,"11,64,65"
186470510,PC,"8,35,61,62"
133655284,PC,"7,8,34,35,61,62"
56630436,PC,"8,34,35,61,62"
46999289,PC,"8,34,62"
133107143,PC,"7,8,34,35,61,62"
132313173,PC,"7,8,34,35,61,62"
102159710,PC,"14,41,54,55,74"
239628993,PC,"15,56"
162289289,PC,"15,16,56"
64938667,PC,"16,17,57,76,77"
77258279,PC,"18,58"
452964680,PC,"17,18,57,58"
34646336,PC,"18,43,44,58,70,71"
285354178,PC,"18,58"
252118701,PC,"17,18,58"
13533330,PC,"18,58"
240959810,PC,"18,58"
417676091,PC,"19,59,73"
260962960,PC,"19,59,73"
367616146,PC,"19,59"
252430813,PC,"19,59,73"
155867025,CP,"19,59"
354293303,PC,"19,59"
150074121,PC,"19,59"
347051112,PC,"19,59"
143687316,PC,"19,59,73"
339207847,PC,"19,59"
98620619,PC,"19,59,73"
312689217,PC,"19,43,44,45,59,71,72"
311441461,PC,"19,59"
82622707,PC,"19,59"
432114158,PC,"19,59"
275702126,PC,"18,19,59"
268172361,PC,"19,59,73"
426319499,PC,"19,59,73"
53307409,PC,"20,47,60"
339503267,PC,"19,20,59,60"
453410966,PC,"20,47,60"
22683951,PC,"20,47,60"
312991501,PC,"14,20,40,47,53,60,74"
4605846,PC,"20,44,45,46,47,60,72"
99572130,PC,"20,40,47,53,60,73"
99097200,PC,"20,47,60"
48220826,PC,"14,15,19,22,40,41,53,54,55,56,59,79"
421336001,PC,"14,15,16,17,20,24,40,41,47,50,54,55,56,57,58,60,77"
314375831,PC,"16,17,24,57,77"
389910188,PC,"18,24,25,58"
284454822,PC,"14,15,16,17,18,19,20,21,22,23,24,25,26,40,41,47,48,49,50,51,52,53,54,55,56,57,58"
280035202,PC,"14,15,16,17,18,19,20,21,22,23,24,25,26,40,41,47,48,49,50,51,53,54,55,56,57,58,59,60"
229408913,PC,"14,15,16,17,18,19,20,21,23,24,25,26,40,41,47,48,49,50,51,52,53,54,55,56,57,58,59,60"
198189972,PC,"14,15,16,17,18,19,21,22,23,24,25,26,40,41,47,48,49,50,51,52,53,54,55,56,57,58,59"
147761049,PC,"20,26,40,47,53,60,74"
102719996,PC,"19,25,26,52,53"
415143674,PC,"7,61"
22121296,PC,"9,35,62"
196261799,PC,"17,57"
196973090,PC,"17,58"
231702397,CP,"1,27,28,67,68"
224225541,CP,"2,29,69"
200723869,CP,"3,4,30"
164767175,CP,3
219253008,PC,"3,4,5,30,31,32"
321982642,PC,"2,29"
37770169,CP,"6,33"
260304800,PC,"1,2,3,4,5,6,7,8,9,10,11,12,13,27,28,29,31,32,33,34,35,36,37,38,39,61,62,63,64,65,66,68,69"
279425357,PC,"9,10,27,28,29,30,31,32,33,34,35,36,37,38,39,62,63,64,65,66,67,69"
276128561,PC,"11,38"
440887364,CP,"11,38"
440887364,CP,"11,38"
231289421,PC,"2,3,30,69"
29918916,PC,"3,30"
138727432,PC,"3,30"
150430484,PC,"1,2,3,4,5,6,7,8,9,10,11,12,13,27,28,29,30,31,32,33,34,35,36,37,38,39,61,62,63,64,65,66,67,68,69"
321011127,PC,"3,4,30"
358460246,PC,"1,2,3,4,5,6,7,8,9,10,11,12,13,27,28,29,30,31,32,33,34,35,36,37,38,39,61,63,64,65,68,69"
219229644,PC,"3,4,5,30,31,32"
220459826,PC,"2,3,4,5,6,9,10,12,13,27,29,30,31,32,33,36,37,39,63,64,65,66,67,68,69"
237920046,PC,"1,2,3,4,11,28,29,30,31,34,38,61,62,64,65,68,69"
32497972,PC,"5,6,32,33"
34077285,PC,"6,33"
123846039,PC,"6,33"
7561203,PC,"7,34,61"
351601843,CP,"13,27,67"
370133522,CP,"13,27,67"
193413306,PC,"11,12,38"
273985865,PC,"1,12,13,27,28,39,66,67,68"
294781547,PC,"1,2,3,4,6,7,8,9,10,11,12,13,27,28,29,30,31,32,33,34,36,37,38,39,61,62,63,64,65,66,67,68,69"
71512186,PC,"6,33"
147977348,CP,"6,7,33,34"
35582553,PC,"6,7,33"
141527965,PC,"1,2,3,4,5,7,8,9,10,11,12,13,27,28,29,30,31,32,33,34,35,36,37,38,39,61,62,63,64,65,66,67,68,69"
268187322,PC,"7,8,9,34,61,62"
141141249,PC,"8,9,35,36,61,62"
376036292,PC,"10,11,63,64"
463103749,PC,"9,10,36,37,63,64"
465176038,PC,"10,11,63,64"
433546897,PC,"11,38,64,65"
173824688,PC,"7,8,61"
331146317,PC,"16,17,56,57"
428003305,PC,"16,17,57"
381544766,PC,"18,58"
302470965,PC,"18,58"
356322454,PC,"19,59,73"
86075481,PC,"19,59"
3364732,PC,"19,43,44,45,59,71"
468832904,PC,"19,20,40,53,59,60"
457104362,PC,"20,47,60"
88385463,PC,"20,47,60"
279383896,PC,"17,18,24,57,58"
284206913,PC,"17,18,24,58"
452938965,PC,"17,18,24,58"
372392226,PC,"17,18,24,25,58"
328814605,PC,"19,20,26,40,47,53,59,60"
335655755,PC,"14,15,20,21,26,40,41,47,48,53,60"
441572821,PC,"20,26,40,47,53,60"
445582110,PC,"7,8,9,33,34,35,36,61,62"
52928939,PC,"8,9,34,35,61"
334414389,PC,"7,34,61"
80681136,PC,"10,36,37,63,64"
46631742,PC,"18,42,43,44,58,70,71"
210904767,PC,"12,39,65"
207110080,CP,"2,3,29,30"
363914762,PC,"5,6,7,32,33,34"
278775625,PC,"1,2,3,4,5,6,8,9,10,11,12,13,27,28,29,30,31,32,33,34,35,36,37,38,39,61,62,63,65,66,67,68,69"
176796997,PC,"4,31"
175532955,PC,"3,4,30,31"
206474443,PC,"4,31"
260417932,PC,"1,2,4,5,6,7,8,9,11,12,28,29,31,32,33,34,35,36,38,39,61,62,65,66,67,68,69"
220475245,PC,"2,3,4,5,6,7,9,10,12,13,27,29,30,31,32,33,36,37,39,63,64,65,66,67,68,69"
332660150,PC,"5,32"
67772767,PC,"5,32"
167714792,PC,"5,6,32"
319312479,PC,"5,31"
451606970,PC,"12,13,27,39,66,67"
453260209,PC,"10,11,12,37,38,39,64,65,66"
349095149,CP,"1,2,3,4,5,6,7,8,9,10,11,12,13,27,28,29,30,31,32,33,34,35,37,38,39,61,62,63,64,65,66,67,68,69"
177115354,PC,"5,6,7,8,10,13,27,28,29,30,32,33,35,36,37,38,39,61,62,63,65,66,67,68,69"
133427311,PC,"7,8,34,61,62"
465540915,PC,"10,11,63,64"
419858461,PC,"11,64,65"
399058051,PC,"11,64,65"
389999924,PC,"10,11,63,64"
329921262,PC,"11,64,65"
175317833,PC,"8,35,62,72"
437144507,PC,"7,8,61"
363749415,PC,"12,39"
355748785,PC,"14,15,41,54,55"
42484503,PC,"14,15,54,55"
184468386,PC,"14,15,41,54,55"
193482096,PC,"14,15,41,55,56"
160390955,CP,"15,55,56"
289895191,PC,"15,16,55,56,76"
200917197,PC,"18,58"
192878624,PC,"18,58"
67517533,PC,"18,58"
63717709,PC,"18,58"
331854794,PC,"18,58"
240864953,PC,"17,18,58"
266425782,PC,"19,59"
354442783,PC,"19,59"
346015394,PC,"18,19,59"
417844678,PC,"19,59"
105135774,PC,"19,59,73"
81597356,PC,"18,19,58,59"
445751830,CP,"19,59"
274545328,PC,"19,59,73"
266772500,PC,"19,59"
29105766,PC,"20,47,60"
467265105,PC,"15,17,24,55,56,57,77"
345329200,PC,"17,24,57,58"
407243316,PC,"17,18,24,25,58"
428963229,PC,"17,18,19,24,25,52,58,59"
356786657,PC,"14,15,16,17,18,19,20,21,22,23,25,40,41,47,48,49,50,51,52,53,54,55,57,58,59,60"
257060897,CP,"14,15,16,20,21,22,26,40,41,47,48,49,53,56,60"
372758077,PC,"14,20,21,26,40,41,53,60"
128127712,PC,"7,61"
36227841,PC,"9,36,62,63"
231559817,PC,"8,34,35,61"
456306892,PC,"20,26,40,47,53"
259377017,CP,"3,4,5,30,32"
309791156,PC,"1,5,6,7,8,9,10,11,12,13,27,28,29,30,31,32,33,35,36,37,38,39,61,62,63,64,65,66,68,69"
80713983,PC,"7,8,34,61,62"
133849258,PC,"7,8,61,62"
17865622,CP,"15,56"
330135981,PC,"16,17,56,57"
647636934,PC,"19,59"
403340402,PC,"17,18,24,57,58"
389968080,PC,"14,15,16,17,18,19,20,21,22,23,24,25,40,41,47,48,49,51,52,53,54,55,56,57,58,59,60"
233719215,PC,"14,15,16,18,19,20,21,22,23,24,25,40,41,47,48,49,50,51,52,53,55,56,57,58,59,60"
153896150,PC,"20,26,47,53,60,74"
441580526,PC,"20,26,40,47,53,60"
400683848,PC,"8,9,35,36,62,63"
291465998,PC,"7,8,9,33,34,35,61,62"
286153328,PC,"8,9,61,62"
269568703,PC,"7,8,9,61,62,63"
145038729,PC,"8,9,35,36,62,63"
145249556,PC,"8,9,35,36,62,63"
92744152,PC,"8,9,35,36,61,62"
268643535,PC,"7,8,9,34,35,36,61,62"
53365065,PC,"8,9,34,35,61,62"
45996325,PC,"9,36,62,63"
271307949,PC,"7,34,61"
145163386,PC,"7,8,34,61"
143724857,PC,"8,34,61"
134596619,PC,"7,8,34,35,61,62"
272211398,PC,"10,37,64"
303327435,PC,"10,36,37,63,64"
298829544,PC,"15,40,56,73,74,75,76"
377297285,PC,"14,15,16,19,40,41,49,56,59,60,73,74,75,76"
296737508,PC,"8,35,62"
410214986,CP,"1,27,28,67,68"
167415965,PC,"1,2,3,4,5,6,7,9,10,11,12,13,27,28,29,30,31,32,33,34,35,36,37,38,39,62,63,64,65,66,67,68"
150098860,CP,"1,2,4,5,6,7,8,9,10,11,12,27,28,29,30,31,32,34,35,36,37,38,39,61,62,63,65,66,68"
322054600,PC,"17,18,24,25,57,58,77,78"
316468545,PC,"16,17,18,24,56,57,58,76,77,78"
147951030,PC,"14,20,21,41,47,48,60,74,75"
348437470,PC,"18,58"
375654303,PC,"17,18,24,25,52,57"
198512478,PC,"14,15,20,21,22,40,41,47,48,49,60,75"
42883782,PC,"14,40,41,54"
42883782,PC,"14,40,41,54"
165625229,PC,"16,22,23,24,49,50,76,77"
192790476,CP,"5,6,32,33"
434171113,PC,"17,24,57,58"
382626661,PC,"1,2,3,4,5,6,7,8,9,10,11,12,13,27,28,29,30,31,32,33,34,35,36,37,38,39,61,62,64,65,67,68"
198077394,PC,"2,3,4,5,12,29,30,31,32,69"
374095457,PC,"9,10,36,37,63"
20318757,PC,"9,36,63"
307956397,PC,"14,15,16,17,18,19,20,21,22,23,24,25,26,40,41,47,48,49,51,52"
219762508,PC,"14,15,16,17,18,19,20,22,23,24,25,26,40,41,47,48,49,50,52,53,54,55,56,57,58,59"
407059875,PC,"17,18,24,25,58"
142105158,PC,"1,2,3,4,6,7,8,9,10,11,12,13,27,28,29,30,31,32,33,34,36,37,38"
271806353,PC,"1,3,4,6,7,10,11,12,13,27,30,31,33,34,37,38,39"
271891552,PC,"1,2,3,4,5,6,7,8,9,10,11,12,13,27,28,29,30,31,32,33,34,35,36,37,38,62,63"
231071138,PC,"2,3,29,30"
200803270,PC,"3,4,30"
56096837,PC,"5,32"
32677675,PC,"5,6,32,33"
237552878,PC,"6,33"
302976834,PC,"6,43,44,45"
419029830,PC,"7,8,34"
74274839,PC,"8,9,35,36"
357896777,PC,"9,10,11,36,37,62,63,64"
371864043,PC,"10,11,36,37,38"
73082014,PC,"10,37"
440872576,PC,"11,38"
381996371,PC,"11,38"
378227267,PC,"10,11,36,37"
260776145,PC,"10,11,37"
134551640,PC,"7,8,33,34"
403507814,PC,"12,39"
255909950,PC,"12,39"
254909777,PC,12
272167060,PC,"11,37,38"
704012376,PC,20
400103802,PC,"19,20,26,40,53,59"
233823679,PC,"15,16,41,55,56"
247356332,PC,"14,15,41"
275527293,PC,"14,15,41"
237097499,PC,"14,15,16,17,18,20,21,22,23,24,40,41,47,48,49,50,51,53,54,55,56"
199712572,PC,"15,16,17,18,19,20,21,22,23,24,25,26,40,47,48,49,50,52,53,54,55,56,57,58,59,60,73,74,76,77,78,79,80"
376353509,PC,"18,19,25,52,59,79"
445805961,CP,"19,20,26,40,53,59,60,73,79"
154741689,PC,"19,20,25,26,40,47,52,53,59,60,73,74,79"
461635621,PC,"18,19,20,25,26,40,52,53,59,60,73,79"
329981856,PC,"11,12,38,65"
60646268,PC,"1,28"
357145112,PC,"14,40"
346929661,PC,"17,18,24,57,58,77,78"
365733349,CP,"15,16,17,18,24,56,57,58,76,77,78"
376637093,CP,"17,18,24,25,57,58,77,78"
327579226,PC,"17,18,24,57,58,77,78"
441739020,CP,"14,15,16,18,19,20,21,22,23,24,25,26,40,41,47,48,49,50,51,52,53,55,56,57,58,59,60,73,74,75,76,77,78,79"
1551345500,PC,"14,15,16,17,18,19,20,21,22,23,24,25,26,40,41,47,48,49,51,52"
53617134,PC,"18,24,25,58,78"
47937361,PC,"14,26,40,41,53,54,55"
390207998,PC,"14,26,40,41,53,54,74"
136122328,PC,"14,15,41,55"
147430118,PC,"6,7,33"
149572298,PC,"1,3,4,5,6,7,8,9,10,11,13,27,28,29,30,31,33,34,35,36,37,38"
52315301,PC,"1,28,29,68,69"
38965512,PC,"1,2,28,29,68,69"
273850708,PC,"1,2,3,28,29,68,69"
260537454,PC,"1,2,3,4,5,6,7,8,9,10,11,12,13,28,29,30,31,32,33,34,35,36,38"
231076038,PC,"1,2,3,4,5,6,7,8,9,10,11,12,13,27,28,29,30,31,33,34,35,36,37,38"
31943299,PC,"1,2,3,6,7,10,13,27,28,29,30,33,36,37"
394346647,PC,"1,12,13,27,28,39"
388202128,PC,"1,12,13,27,39"
382259755,PC,"1,2,3,4,6,7,8,9,10,11,12,13,32"
349410350,PC,"1,2,3,4,5,6,7,8,9,10,11,12,13,27,28,29,30,31,32,33,34,35,36,37,38"
300604770,PC,"1,2,3,4,5,6,7,8,9,11,12,13,27,28,29,30,31,32,33,34,35,36,37,38,61,62,63,64,65,66,67,68,69"
262829328,PC,"1,28"
260541432,PC,"1,2,3,4,5,6,7,8,9,10,11,12,13,27,28,29,30,31,32,33,34,35,36,37,38"
259901731,PC,"1,2,3,27,28,29,67,68,69"
391900348,PC,"1,2,3,4,5,6,7,8,9,10,11,12,13,28,29,30,31,32,33,34,35,36,38,61,62,63,64,65"
140067837,PC,"1,28,68"
234527228,PC,"1,2,68,69"
231833236,PC,"1,2,28,29,68,69"
230980206,PC,2
200805484,PC,"3,4,30,31"
166851829,PC,"2,3,29,30"
231065398,PC,"2,3"
160004025,PC,"3,4,30,31"
31634579,PC,"1,2,3,27,28,67,68,69"
147456499,PC,"3,30"
372817671,PC,"3,4,5,30,31,32"
144125079,PC,"3,4,30,31"
423672208,PC,3
192076548,PC,"8,9,35"
420016507,PC,"4,31"
398736713,PC,4
354517490,PC,"4,5,6,31,33"
323295908,PC,"4,30,31"
209408136,PC,"4,30,31"
200320748,PC,"4,6,31,32"
161568891,PC,"4,5,6,31,32"
161479081,PC,"4,5,31,32"
159989004,PC,"4,31"
155993822,PC,"4,31"
98728690,PC,"4,31"
92363023,PC,"4,31"
92359852,PC,"4,31"
71345362,PC,"4,31"
30016082,PC,"4,31"
139445621,PC,"5,6,32"
139445453,PC,"5,6,32"
100683605,PC,"5,6,32,33"
77958378,PC,"5,6,32"
44791617,PC,"4,5,31"
43604949,PC,"5,32"
43475220,PC,"5,32"
169448771,PC,"5,32"
457202957,PC,5
452810326,PC,"5,32"
408231638,PC,"5,6,32"
396896334,PC,"5,32"
362026280,PC,"5,32"
311239796,PC,"5,32,43,44"
284859630,PC,"5,32"
248655096,PC,"5,32"
169448297,PC,"5,32"
167714124,PC,"5,6,32,33"
153725446,PC,"4,5,31,32"
152477897,PC,"4,5,31"
119290630,PC,"6,7,33"
100589633,PC,"5,6,32,33"
51830822,PC,"6,7,33"
42763678,PC,"6,33"
39724477,PC,"6,33"
37240067,PC,"6,33"
34729329,PC,"6,33"
34266522,PC,"6,33"
21505121,PC,"5,6,32,33"
20069685,PC,"5,6,32,33"
445946478,PC,"6,33,44,45"
319473643,PC,"6,7,8,32,33,61"
282102605,PC,6
237736186,PC,"6,33"
235448190,PC,"6,33"
235300016,PC,"6,33"
231157209,PC,"6,33"
170367033,PC,"6,7,8,33,34"
168191686,PC,"6,33"
148004811,PC,"6,7,33"
147125706,PC,"6,7,33"
147034452,PC,"6,7,33"
96736412,PC,"6,33"
78441371,PC,"6,7,33"
53122063,PC,"6,7,33"
52976395,PC,"6,7,33"
48806546,PC,"6,7,33"
443534757,PC,"6,33"
438057373,PC,"6,33,43,44,45"
435934762,PC,"6,32"
388934707,PC,"6,32"
35636165,PC,"6,7,33"
35483319,PC,"6,7,33"
332860211,PC,"6,32"
317546777,PC,"6,33"
317417916,PC,"6,33"
300204369,PC,"5,6,7,32,33"
281987399,PC,"6,33"
270677031,PC,"1,4,5,6,7,8,11,27,28,31,32,33,34,37,38,64"
255756918,PC,"6,7,8,32,33,34"
247518629,PC,"6,43,44,45"
237406657,PC,"6,7"
237362186,PC,"6,7,33"
235077268,PC,"5,6,7,32,33"
232139628,PC,"6,33"
232052748,PC,"6,7,32,33"
220076110,CP,"6,32"
206897186,PC,"6,33"
160347548,PC,"6,32,33"
156887426,PC,"6,7,33"
147804034,PC,"6,7,33"
140287227,PC,"5,6,32,33"
139444326,PC,"5,6,32"
124379043,CP,"6,33"
306663205,PC,"7,33"
285526706,PC,"7,8,34"
151483286,CP,"7,8,34"
281489322,PC,"7,8,33,34"
130349701,PC,"7,8,34"
271035369,PC,"7,8,34"
128135100,PC,"7,34,61"
268496304,PC,"7,8,9,34"
123462119,PC,"6,7,33"
440775339,PC,"7,33,44,45,46"
259165246,PC,"7,34"
107340585,PC,"7,34"
238335094,PC,"7,8,9,34,61"
156172268,PC,"7,8,34"
178577607,PC,"7,33"
79930628,PC,"7,8,34,61"
178162579,CP,"7,33"
79030066,PC,"6,7,33"
66151343,PC,"7,33,34"
175604949,PC,"7,8,34"
61687533,PC,"7,33"
453105377,PC,"5,7,33"
174206540,PC,"7,8,34"
52869977,PC,"6,7,33,34"
173818213,PC,"7,8,34,61"
50989813,PC,"7,33"
47587394,PC,"6,7,33"
157655504,PC,"6,7,33,34"
157011920,PC,"6,7,33,34,61"
231337271,PC,"6,7,33"
409896170,PC,"7,8,34"
156949982,PC,"6,7,33,34,61"
147857396,PC,"6,7,33"
14709225,PC,"7,33,44,45,46"
119448220,PC,"6,7,33,34"
385658469,PC,"7,34"
10827386,PC,"7,33,34"
348477542,PC,"7,34"
344140617,PC,"6,7,8,33,61,62"
320541238,PC,"7,33"
142405475,PC,"6,7,33"
319932686,PC,"7,33,34"
318413374,PC,"7,33"
140019355,PC,"7,34"
318796593,PC,"7,33,34"
355796887,PC,"8,9,10,35,36,37"
355655412,PC,"8,9,35,36"
342167886,PC,"8,9,10,34,35,36,37,62,63"
340559155,PC,"3,4,5,7,8,9,10,13,27,30,31,34,35,36,37,61,64"
340144218,PC,"3,7,8,9,10,13,30,33,34,35,36"
315117300,PC,"8,9,35"
310537530,PC,"8,9,10,11,35,36,37,62,63,64"
308987429,PC,"1,4,5,8,9,10,11,31,34,35,36,37"
308612785,PC,"1,4,5,7,8,9,10,11,28,31,34,35,36,37,62,63,64,68"
307366709,PC,"2,5,8,9,10,11,12,28,29,32,35,36,37"
298206077,PC,"9,10,35,36"
295093397,PC,"9,10,35,36"
268125229,PC,"7,8,9,34,35,36,61"
267536225,PC,"7,8,9,34,35,36"
260120451,PC,"8,9,35,36,61,62"
192003741,PC,"8,9,35"
191671884,PC,"8,9,35"
191496430,PC,"8,9,35"
118406995,PC,"8,9,10,35,36,37,61,62,63"
101588793,PC,"9,35,36"
89617284,PC,"8,9,10,35,36"
76663549,PC,"8,9,35,36"
74881311,PC,"8,9,35,36"
48210046,PC,"9,35,36"
45896295,PC,"8,9,10,35,36,37"
45492609,PC,"9,35,36"
45299834,PC,"8,9,10,35,36,37,62,63,64"
44510874,PC,"9,35,36"
34499178,PC,"9,35,36"
33651215,PC,"9,35,36"
33159936,PC,"9,35,36"
30300445,PC,"8,9,35,36"
29505837,PC,"8,9,35,63"
29418536,PC,"8,9,35,36,62"
28945511,PC,"8,9,35"
24837152,PC,"8,9,35"
18794442,PC,"8,9,35,62"
11417087,PC,"8,9,35"
5485318,PC,"9,35"
5224772,PC,"8,9,35,36"
3840990,PC,"8,9,35,36"
3233861,PC,"8,9,35"
286152207,PC,"8,9,34,36"
302798365,PC,"9,10,11,12,36"
357299852,PC,"9,11,36,37,38"
356206412,PC,"9,10,11,36,37,38"
304025075,PC,"9,10,11,36,37,38"
469184909,PC,"9,10,36,37,63,64"
464328419,PC,"9,10,36,37"
464326872,PC,"9,10,36,37"
463508231,PC,"9,10,36,37"
462072242,PC,"9,10,36,37"
444394183,PC,"9,10,36"
439512298,PC,"9,10,36,37"
146841337,PC,"9,10,36,37"
136504576,PC,"9,10,36"
103183399,PC,"9,10,36"
36452991,PC,"9,10,36"
461136782,PC,"9,36"
453452264,PC,"9,36"
448536355,PC,9
437253811,PC,9
413372087,PC,"9,36"
361343239,CP,"9,36,37"
315096343,PC,"8,9,35"
289931756,PC,"9,36"
211446495,PC,"9,36"
168449943,PC,9
168384845,PC,9
148497855,PC,"9,36"
105759569,PC,"9,36"
97825640,PC,"9,36"
73433128,PC,"9,36"
49046332,PC,"9,36"
49045066,PC,"9,36"
48768158,PC,9
36718161,PC,"9,36"
36381058,PC,"9,36,62,63"
35855047,PC,"9,36"
34737413,PC,"9,36"
23435610,PC,"9,36"
402053027,PC,"8,9,35,36"
400762242,PC,"8,9,35,36,62,63"
386161311,PC,"9,10,35,36,62"
384034837,PC,"8,9,10,35,36,37"
357634632,PC,"9,10,35,36,37"
357202877,PC,"9,10,35,36,37"
356461227,PC,"9,10,35,36,37,62,64"
383949205,PC,"8,9,10,35,36,37"
383806208,PC,"8,9,10,35,36,37"
357801293,PC,"9,10,36,37,62,63"
356200601,PC,"9,10,11,35,36,37"
45296362,PC,"8,9,10,35,36,37"
45191604,PC,"8,10,35,36,37"
45054849,PC,"8,9,10,62"
287721202,PC,"3,6,9,10,11,12,13,29,30,33,36,37,38"
454248975,CP,"10,12,37,38"
452464529,PC,"10,11,12,37,39,64,65,66"
449491381,PC,"10,12,37"
282091492,PC,"10,11,12,37,39"
467955232,PC,"10,11,37,38"
465275307,PC,"10,11,37,38"
460686828,PC,"10,11,36,37"
401283491,PC,"10,11"
391645374,PC,"10,11,37"
390444761,PC,"10,11,37,38"
376209245,PC,"10,11,37"
373033374,PC,"10,11,37,38"
372596795,PC,"10,11,36,37,38"
361219651,PC,"9,10,11,36,37,38"
360706000,PC,"9,10,11,36,37,38"
323966987,PC,"10,11,37,38"
316652224,PC,"10,11,37,38"
304426002,PC,"10,11,37,38"
302003748,PC,"5,9,10,11,36,37,38,62"
288224503,PC,"10,11,37"
287584141,PC,"10,11,37"
269859655,PC,"9,10,11,36,37,38"
267712001,PC,"10,11,37"
160522555,PC,"10,11"
67798337,PC,"10,11,37,38"
464711858,PC,"9,10,36,37,63,64"
463590116,PC,"9,10,36,37,63,64"
463070290,PC,"9,10,36,37,63,64"
462135459,PC,"9,10,36,37"
461968320,PC,"9,10,36,37"
457268255,PC,"9,10,36"
452049244,PC,"10,37"
451084885,PC,"10,37"
448744179,PC,"10,37"
447976172,PC,"9,10,36,37"
447891218,PC,"9,10,36,37"
447593267,PC,"9,10,36,37"
443341002,PC,"9,10,36,37"
443042089,PC,"9,10,36,37,63,64"
439926641,PC,"9,10,36,37"
432467894,PC,"9,10,36"
428699140,CP,"10,37"
405620289,PC,"10,37,46"
397423462,PC,"10,36"
374158843,PC,"9,10,36,37"
364427226,PC,"9,10,36,37"
362607799,PC,"9,10,36,62"
347715478,PC,"10,36,46"
309913305,PC,"9,10,36,37"
306255021,PC,"10,37"
272885406,PC,"9,10,36,37"
272645619,PC,"10,36,37"
270075071,PC,"9,10,36,37"
229465678,PC,"10,37"
163262555,PC,"10,37,63,64"
163030461,PC,"10,36,37"
162620529,PC,"10,36,37"
147092818,PC,"9,10,36,37"
133129971,PC,"9,10,36"
132963419,PC,"9,10"
124454726,PC,"10,37"
124453339,PC,"10,37"
124146529,PC,"10,37"
103832313,PC,10
98662211,PC,"10,36,46"
94346376,PC,10
93093765,PC,"10,37"
58461209,PC,10
57793060,PC,"10,36"
22384839,PC,10
14715294,PC,"10,36"
454918388,PC,"11,12,39"
160023,PC,"11,38"
454876465,PC,"11,12,39"
453677947,PC,"10,11,12,37,39"
4711,PC,"11,38"
2876,PC,"11,38"
448923766,PC,"11,12,38,39"
448688668,PC,"11,12"
448098793,PC,"11,12,38"
418471796,PC,"11,12,39"
395514100,PC,"11,12,39,65,66"
270347814,PC,11
48661942,PC,"11,38"
394900138,PC,"11,12,39"
394443982,PC,"11,12,39"
387791274,PC,"11,12,38"
384244834,PC,"11,12,38"
361176558,PC,"11,12,39"
360816296,PC,"11,12,39"
359572563,PC,"11,12,39"
323980895,PC,"11,12,37,39"
296670796,PC,"11,12,38"
